BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
17-55397,Cour d'Appel de Lyon,None,,,FRK1,,63200,riom,,,,,rgbmp.sar.ca-lyon@justice.fr,https://demarchesadministratives.fr/cour-appel/riom-63200,,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseHome,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseHome,,False,True,,False,True
18-174704,GIP SILGOM,None,Michel LE CORFF,,,22 rue de l'hôpital,56891,Saint-avé,,,,,,http://silgom.fr,http://achat-sante.safetender.com,,,,,False,False,,False,False
18-54324,CCIT Eure,None,,,FR,215 route de Paris,27000,Evreux,,,,,florence.etcheto@normandie.cci.fr,http://www.marches-publics.gouv.fr,,,,http://www.marches-publics.gouv.fr,,False,True,,False,True
18-76260,COMMUNAUTE D AGGLOMERATION TULLE AGGLO,None,Service Commande publique,,,Rue Sylvain Combes,19000,Tulle,,,,,marches.publics@tulleagglo.fr,http://www.tulleagglo.fr,https://www.marches-securises.fr,,,,,False,False,,False,False
19-160421,Métropole du Grand Nancy,None,,,FRF31,"22-24, Viaduc Kennedy C.O. N°80036",54035,NANCY CEDEX,,(+33) 3-83-91-83-65,,(+33) 3-83-91-84-89,marches@grandnancy.eu,http://www.grandnancy.eu,https://marchespublics.grand-nancy.org,,,,,False,True,,False,True
19-174552,COLLECTIVITE TERRITORIALE MARTINIQUE,None,,,FR,rue Gaston Defferre - CLUNY cs 30137,97201,Fort de france,MQ,,,,couriel@ctm-martinique.mq,http://www.collectivitedemartinique.mq,http://www.collectiviteterritorialedemartinique.achatpublic.com,,,https://www.collectiviteterritorialedemartinique.achatpublic.com,,False,True,,False,True
19-181441,CC DE LA VEYLE,None,Nelly GOIFFON,,,63 grande rue BP7,01290,Pont-de-veyle,,03-85-23-90-15,,,accueil@cc-laveyle.fr,,https://marchespublics.ain.fr,,,,,False,False,,False,False
19-91982,Commune de l'Anse-Bertrand,None,,,FR,,97121,Anse-Bertrand,GP,(+33) -05-90-89-48-48,,(+33) -05-90-24-74-71,mario.selise@ansebertrand.fr,http://www.eguadeloupe.com,http://www.eguadeloupe.com,,http://www.eguadeloupe.com,http://www.eguadeloupe.com,,False,True,,False,True
20-100372,REGION GRAND EST,None,,,FRF11,"1, Place Adrien Zeller",67070,Strasbourg Cedex,,,,,marches.strasbourg@grandest.fr,http://www.grandest.fr,http://www.marchespublics.grandest.fr,,,,,False,True,,False,True
20-100403,REGION GRAND EST,None,,,FRF11,"1, Place Adrien Zeller",67070,Strasbourg Cedex,,,,,marches.strasbourg@grandest.fr,http://www.grandest.fr,http://www.marchespublics.grandest.fr,,,,,False,True,,False,True
20-100470,REGION GRAND EST,None,,Direction de l'Achat Public - Site de Metz,FRF33,Hôtel de Région - Place Gabriel Hocquard   CS 81004,57036,METZ Cedex 1,,,,,marchesfournituresservicesmetz@grandest.fr,http://www.grandest.fr,https://marchespublics.grandest.fr,,,,,False,True,,False,True
